Blue;453;+41.1
Green;462;+59.76
Green1.3d2_OASIS;478;+51.3
Pumpkin;397;+1.89
Texture Subset;396;+17.33
minimal;324;+13.06
naive minimal;263;+10.82
all;372;+48.39
OSA;191;+1.84
PMC_comm-use_A-B_O-Z;355;+16.52
PsychOpen;150;+.9
STEM;360;+46.24
HUM;223;+10.65
ECON;131;+.74
DeGruyter0.01;165;+7.5
ScienceOpen0.01;231;+7.33
DeGruyter;172;+7.41
JohnBenjamins;283;+4.22
OUP;173;+4.13
